@I [HLS-0] Workspace C:/Users/RA_prof_Jeon/siddharth/HLS/Alexnet_dev/solution1 opened at Sun May 05 18:27:14 -0700 2019
@I [HLS-100] Execute     config_clock -quiet -name default -period 10 -default=false 
@I [HLS-100] Execute         source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/common/target_info.tcl 
@I [HLS-100] Command         ap_source returned 0; 0.001 sec.
@I [HLS-100] Execute         source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/interface/xilinx_interface.hlp 
@I [HLS-100] Execute           source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/interface/maxi.hlp 
@I [HLS-100] Command           ap_source returned 0; 0.001 sec.
@I [HLS-100] Execute           source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/interface/saxilite.hlp 
@I [HLS-100] Command           ap_source returned 0; 0 sec.
@I [HLS-100] Command         ap_source returned 0; 0.001 sec.
@I [HLS-100] Execute         source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/common/dsp48.hlp 
@I [HLS-100] Command         ap_source returned 0; 0.001 sec.
@I [HLS-100] Command       ap_source returned 0; 0.003 sec.
@I [HLS-100] Execute       source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/zynq/dsp48e1.hlp 
@I [HLS-100] Command       ap_source returned 0; 0.001 sec.
@I [HLS-100] Execute       get_default_platform 
@I [HLS-100] Command       get_default_platform returned 0; 0 sec.
@I [HLS-100] Execute       config_chip_info -quiet -resource  {SLICE 13300}  {LUT 53200}     {FF 106400} {DSP48E 220}   {BRAM 280}  
@I [HLS-100] Command       config_chip_info returned 0; 0 sec.
@I [HLS-100] Execute       config_chip_info -quiet -speed medium 
@I [HLS-100] Command       config_chip_info returned 0; 0 sec.
@I [HLS-100] Command     import_lib returned 0; 0.015 sec.
@I [HLS-100] Execute     source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/zynq/zynq.gen 
@I [HLS-100] Execute       source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/common/virtex.gen 
@I [HLS-100] Execute         source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/common/xilinx.gen 
@I [HLS-100] Execute           source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/interface/plb46.gen 
@I [HLS-100] Command           ap_source returned 0; 0.001 sec.
@I [HLS-100] Execute           source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/interface/fsl.gen 
@I [HLS-100] Command           ap_source returned 0; 0.001 sec.
@I [HLS-100] Execute           source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/interface/axi4.gen 
@I [HLS-100] Command           ap_source returned 0; 0.002 sec.
@I [HLS-100] Execute           source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/interface/nativeAXI4.gen 
@I [HLS-100] Execute             source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/interface/saxilite.gen 
@I [HLS-100] Command             ap_source returned 0; 0.003 sec.
@I [HLS-100] Execute             source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/interface/maxi.gen 
@I [HLS-100] Command             ap_source returned 0; 0.008 sec.
@I [HLS-100] Command           ap_source returned 0; 0.011 sec.
@I [HLS-100] Execute           source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/scripts/xilinxcoregen.gen 
@I [HLS-100] Command           ap_source returned 0; 0.009 sec.
@I [HLS-100] Execute           source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/interface/XilEDKCoreGen.gen 
@I [HLS-100] Command           ap_source returned 0; 0.007 sec.
@I [HLS-100] Execute           source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/ip/dds_compiler.gen 
@I [HLS-100] Command           ap_source returned 0; 0.002 sec.
@I [HLS-100] Execute           source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/ip/util.gen 
@I [HLS-100] Command           ap_source returned 0; 0 sec.
@I [HLS-100] Execute           source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/ip/xfft.gen 
@I [HLS-100] Command           ap_source returned 0; 0.077 sec.
@I [HLS-100] Execute           source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/ip/xfir.gen 
@I [HLS-100] Command           ap_source returned 0; 0.001 sec.
@I [HLS-100] Command         ap_source returned 0; 0.114 sec.
@I [HLS-100] Execute         source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/common/dsp48.gen 
@I [HLS-100] Command         ap_source returned 0; 0 sec.
@I [HLS-100] Command       ap_source returned 0; 0.116 sec.
@I [HLS-100] Command     ap_source returned 0; 0.116 sec.
@I [HLS-100] Execute     open_platform DefaultPlatform 
@I [HLS-100] Command     open_platform returned 0; 0 sec.
@I [HLS-100] Execute     import_lib C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/zynq/zynq_fpv6 
@I [HLS-100] Execute       source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/common/xilinx_fpv7.lib 
@I [HLS-100] Execute         source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/common/xilinx_hp.lib 
@I [HLS-100] Command         ap_source returned 0; 0 sec.
@I [HLS-100] Command       ap_source returned 0; 0.003 sec.
@I [HLS-100] Execute       source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/common/xilinx_fpv.hlp 
@I [HLS-100] Execute         source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/common/xilinx.hlp 
@I [HLS-100] Execute           source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/common/target_info.tcl 
@I [HLS-100] Command           ap_source returned 0; 0.005 sec.
@I [HLS-100] Execute           source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/interface/xilinx_interface.hlp 
@I [HLS-100] Execute             source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/interface/maxi.hlp 
@I [HLS-100] Command             ap_source returned 0; 0 sec.
@I [HLS-100] Execute             source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/interface/saxilite.hlp 
@I [HLS-100] Command             ap_source returned 0; 0 sec.
@I [HLS-100] Command           ap_source returned 0; 0 sec.
@I [HLS-100] Execute           source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/common/dsp48.hlp 
@I [HLS-100] Command           ap_source returned 0; 0 sec.
@I [HLS-100] Command         ap_source returned 0; 0.008 sec.
@I [HLS-100] Command       ap_source returned 0; 0.009 sec.
@I [HLS-100] Execute       source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/zynq/zynq_hp.hlp 
@I [HLS-100] Command       ap_source returned 0; 0.001 sec.
@I [HLS-100] Command     import_lib returned 0; 0.021 sec.
@I [HLS-100] Execute     source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/zynq/zynq_fpv6.gen 
@I [HLS-100] Execute       source C:/Xilinx/Vivado_HLS/2016.4/common/technology/xilinx/common/xilinx_fpv6.gen 
@I [HLS-100] Command       ap_source returned 0; 0.001 sec.
@I [HLS-100] Command     ap_source returned 0; 0.002 sec.
@I [HLS-100] Execute     set_part xc7z045ffg900-2 
@I [HLS-100] Execute       add_library xilinx/zynq/zynq:xc7z045:ffg900:-2 
@I [HLS-100] Execute         get_default_platform 
@I [HLS-100] Command         get_default_platform returned 0; 0 sec.
@I [HLS-100] Execute         license_isbetapart xc7z045 
@I [HLS-100] Command         license_isbetapart returned 1; 0.022 sec.
@I [HLS-100] Execute         get_default_platform 
@I [HLS-100] Command         get_default_platform returned 0; 0 sec.
@I [HLS-100] Execute         config_chip_info -quiet -resource  {SLICE 54650}  {LUT 218600}    {FF 437200} {DSP48E 900}   {BRAM 1090}  
@I [HLS-100] Command         config_chip_info returned 0; 0 sec.
@I [HLS-100] Execute         config_chip_info -quiet -speed medium 
@I [HLS-100] Command         config_chip_info returned 0; 0 sec.
@I [HLS-100] Command       add_library returned 0; 0.035 sec.
@I [HLS-100] Execute       add_library xilinx/zynq/zynq_fpv6 
@I [HLS-100] Execute         get_default_platform 
@I [HLS-100] Command         get_default_platform returned 0; 0 sec.
@I [HLS-100] Command       add_library returned 0; 0.002 sec.
@I [HLS-10] Setting target device to 'xc7z045ffg900-2'
@I [HLS-100] Command     set_part returned 0; 0.043 sec.
@I [HLS-100] Execute     get_default_platform 
@I [HLS-100] Command     get_default_platform returned 0; 0 sec.
@I [HLS-100] Execute     config_chip_info -quiet -resource  {SLICE 54650}  {LUT 218600}    {FF 437200} {DSP48E 900}   {BRAM 1090}  
@I [HLS-100] Command     config_chip_info returned 0; 0 sec.
@I [HLS-100] Execute     config_chip_info -quiet -speed medium 
@I [HLS-100] Command     config_chip_info returned 0; 0 sec.
@I [HLS-100] Command   open_solution returned 0; 0.223 sec.
@I [HLS-100] Execute   set_part xc7z045ffg900-2 -tool vivado 
@I [HLS-100] Execute     add_library xilinx/zynq/zynq:xc7z045:ffg900:-2 
@I [HLS-100] Execute       get_default_platform 
@I [HLS-100] Command       get_default_platform returned 0; 0 sec.
@I [HLS-100] Execute       license_isbetapart xc7z045 
@I [HLS-100] Command       license_isbetapart returned 1; 0 sec.
@I [HLS-100] Execute       get_default_platform 
@I [HLS-100] Command       get_default_platform returned 0; 0 sec.
@I [HLS-100] Execute       config_chip_info -quiet -resource  {SLICE 54650}  {LUT 218600}    {FF 437200} {DSP48E 900}   {BRAM 1090}  
@I [HLS-100] Command       config_chip_info returned 0; 0 sec.
@I [HLS-100] Execute       config_chip_info -quiet -speed medium 
@I [HLS-100] Command       config_chip_info returned 0; 0 sec.
@I [HLS-100] Command     add_library returned 0; 0.007 sec.
@I [HLS-100] Execute     add_library xilinx/zynq/zynq_fpv6 
@I [HLS-100] Execute       get_default_platform 
@I [HLS-100] Command       get_default_platform returned 0; 0 sec.
@I [HLS-100] Command     add_library returned 0; 0.002 sec.
@I [HLS-100] Command   set_part returned 0; 0.016 sec.
@I [HLS-100] Execute   create_clock -period 10 -name default 
@I [HLS-100] Command   create_clock returned 0; 0.002 sec.
@I [HLS-100] Execute   csynth_design 
@I [HLS-100] Execute     elaborate -effort=medium -skip_syncheck=0 -keep_printf=0 -lm=0 -skip_cdt=0 -skip_transform=0 -ng=0 -g=0 -opt_fp=0 
@I [HLS-10] Analyzing design file 'Alexnet_dev/layer1.cl' ... 
@I [HLS-0] Compiling one TU...
@I [HLS-100] Execute       is_m_axi_addr64 
@I [HLS-100] Command       is_m_axi_addr64 returned 0; 0 sec.
@I [HLS-0] Handling Alexnet_dev/layer1.cl as C
@I [HLS-0] Syntax Checking before pre-processing...
@I [HLS-100] Execute       clang  -fno-limit-debug-info -gcc-toolchain "C:/Xilinx/Vivado_HLS/2016.4/msys" -hls    -fno-math-errno -c -emit-llvm -O0  -mllvm -disable-llvm-optzns -std=CL1.2 -D__openclc -target spir-unknown-linux-gnu   -DAESL_SYN -D__SYNTHESIS__ -D__HLS_SYN__ -I "C:/Xilinx/Vivado_HLS/2016.4/common/technology/autopilot" -I "C:/Xilinx/Vivado_HLS/2016.4/common/technology/autopilot/ap_sysc" -include etc/autopilot_ssdm_op.h -D__cdecl= -I "C:/Xilinx/Vivado_HLS/2016.4/include" -include clc.h  -D "__global=__attribute__((address_space(16776960)))"  -D "__local=__attribute__((address_space(16776961)))"  -D "__constant=__attribute__((address_space(16776962)))"  "Alexnet_dev/layer1.cl"  -o "C:/Users/RA_prof_Jeon/siddharth/HLS/Alexnet_dev/solution1/.autopilot/db/layer1.pp.00.o" 
@I [HLS-100] Command       clang returned 0; 0.233 sec.
@I [HLS-100] Execute       is_encrypted C:/Users/RA_prof_Jeon/siddharth/HLS/Alexnet_dev/solution1/.autopilot/db/layer1.pp.00.o 
@I [HLS-100] Command       is_encrypted returned 0; 0 sec.
@I [HLS-0] Source preprocessing
@I [HLS-100] Execute       clang  -fno-limit-debug-info -gcc-toolchain "C:/Xilinx/Vivado_HLS/2016.4/msys" -hls -fno-exceptions  -D__llvm__  -CC -E "Alexnet_dev/layer1.cl"     -fno-math-errno -c -emit-llvm -O0  -mllvm -disable-llvm-optzns -std=CL1.2 -D__openclc -target spir-unknown-linux-gnu   -DAESL_SYN -D__SYNTHESIS__ -D__HLS_SYN__ -I "C:/Xilinx/Vivado_HLS/2016.4/common/technology/autopilot" -I "C:/Xilinx/Vivado_HLS/2016.4/common/technology/autopilot/ap_sysc" -include etc/autopilot_ssdm_op.h -D__cdecl= -I "C:/Xilinx/Vivado_HLS/2016.4/include" -include clc.h  -D "__global=__attribute__((address_space(16776960)))"  -D "__local=__attribute__((address_space(16776961)))"  -D "__constant=__attribute__((address_space(16776962)))"  -o "C:/Users/RA_prof_Jeon/siddharth/HLS/Alexnet_dev/solution1/.autopilot/db/layer1.pp.0.cl" 
@I [HLS-100] Command       clang returned 0; 0.23 sec.
@I [HLS-0] GCC PP time: 0 seconds per iteration
@I [HLS-100] Execute       list_core -type functional_unit 
@I [HLS-100] Command       list_core returned 0; 0 sec.
@I [HLS-0] CDT Preprocessing...
@I [HLS-0] Marker-Pragma convertor: C:/Users/RA_prof_Jeon/siddharth/HLS/Alexnet_dev/solution1/.autopilot/db/layer1.pp.0.cl C:/Users/RA_prof_Jeon/siddharth/HLS/Alexnet_dev/solution1/.autopilot/db/layer1.pp.0.cl.ap-line.cl C:/Users/RA_prof_Jeon/siddharth/HLS/Alexnet_dev/solution1/.autopilot/db/layer1.pp.0.cl.ap-line.cl.CXX 1
@I [HLS-0] Converting Markers to Pragmas...
@I [HLS-100] Execute       cdt  "C:/Users/RA_prof_Jeon/siddharth/HLS/Alexnet_dev/solution1/.autopilot/db/layer1.pp.0.cl.ap-line.cl"  -m "executeFirstLayer" -o "C:/Users/RA_prof_Jeon/siddharth/HLS/Alexnet_dev/solution1/.autopilot/db/layer1.pp.0.cl.ap-cdt.cl" -c --pp --directive C:/Users/RA_prof_Jeon/siddharth/HLS/Alexnet_dev/solution1/solution1.directive --source C:/Users/RA_prof_Jeon/siddharth/HLS/Alexnet_dev/layer1.cl --error C:/Users/RA_prof_Jeon/siddharth/HLS/Alexnet_dev/solution1/.autopilot/db --funcunit "AddSub AddSub_DSP AddSubnS DAddSub_fulldsp DAddSub_nodsp DDiv DExp_fulldsp DExp_meddsp DExp_nodsp DLog_fulldsp DLog_meddsp DLog_nodsp DMul_fulldsp DMul_maxdsp DMul_meddsp DMul_nodsp DRSqrt DRecip DSqrt DivnS FAddSub_fulldsp FAddSub_nodsp FDiv FExp_fulldsp FExp_meddsp FExp_nodsp FLog_fulldsp FLog_meddsp FLog_nodsp FMul_fulldsp FMul_maxdsp FMul_meddsp FMul_nodsp FRSqrt_fulldsp FRSqrt_nodsp FRecip_fulldsp FRecip_nodsp FSqrt HAddSub_nodsp HDiv HMul_fulldsp HMul_maxdsp HMul_nodsp HSqrt Mul Mul2S Mul3S Mul4S Mul5S Mul6S Mul_LUT MulnS MuxnS" --ca --gf --pd --p2d C:/Users/RA_prof_Jeon/siddharth/HLS/Alexnet_dev/solution1/.autopilot/db --sd --scff C:/Users/RA_prof_Jeon/siddharth/HLS/Alexnet_dev/solution1/.autopilot/db/.systemc_flag --ad 
@I [HLS-0] Error:Syntax error in source:float __attribute__ ((always_inline)) __attribute__((overloadable)) fract (float f,__private float * g);
Error:Syntax error in source:float2 __attribute__ ((always_inline)) __attribute__((overloadable)) fract (float2 f,__private float2 * g);
Error:Syntax error in source:float3 __attribute__ ((always_inline)) __attribute__((overloadable)) fract (float3 f,__private float3 * g);
Error:Syntax error in source:float4 __attribute__ ((always_inline)) __attribute__((overloadable)) fract (float4 f,__private float4 * g);
Error:Syntax error in source:float8 __attribute__ ((always_inline)) __attribute__((overloadable)) fract (float8 f,__private float8 * g);
Error:Syntax error in source:float16 __attribute__ ((always_inline)) __attribute__((overloadable)) fract (float16 f,__private float16 * g);
Error:Syntax error in source:float __attribute__ ((always_inline)) __attribute__((overloadable)) frexp (float f,__private int * g);
Error:Syntax error in source:float2 __attribute__ ((always_inline)) __attribute__((overloadable)) frexp (float2 f,__private int2 * g);
Error:Syntax error in source:float3 __attribute__ ((always_inline)) __attribute__((overloadable)) frexp (float3 f,__private int3 * g);
Error:Syntax error in source:float4 __attribute__ ((always_inline)) __attribute__((overloadable)) frexp (float4 f,__private int4 * g);
Error:Syntax error in source:float8 __attribute__ ((always_inline)) __attribute__((overloadable)) frexp (float8 f,__private int8 * g);
Error:Syntax error in source:float16 __attribute__ ((always_inline)) __attribute__((overloadable)) frexp (float16 f,__private int16 * g);
Error:Syntax error in source:float __attribute__ ((always_inline)) __attribute__((overloadable)) lgamma_r (float f,__private int * g);
Error:Syntax error in source:float2 __attribute__ ((always_inline)) __attribute__((overloadable)) lgamma_r (float2 f,__private int2 * g);
Error:Syntax error in source:float3 __attribute__ ((always_inline)) __attribute__((overloadable)) lgamma_r (float3 f,__private int3 * g);
Error:Syntax error in source:float4 __attribute__ ((always_inline)) __attribute__((overloadable)) lgamma_r (float4 f,__private int4 * g);
Error:Syntax error in source:float8 __attribute__ ((always_inline)) __attribute__((overloadable)) lgamma_r (float8 f,__private int8 * g);
Error:Syntax error in source:float16 __attribute__ ((always_inline)) __attribute__((overloadable)) lgamma_r (float16 f,__private int16 * g);
Error:Syntax error in source:float __attribute__ ((always_inline)) __attribute__((overloadable)) modf (float f,__private float * g);
Error:Syntax error in source:float2 __attribute__ ((always_inline)) __attribute__((overloadable)) modf (float2 f,__private float2 * g);
Error:Syntax error in source:float3 __attribute__ ((always_inline)) __attribute__((overloadable)) modf (float3 f,__private float3 * g);
Error:Syntax error in source:float4 __attribute__ ((always_inline)) __attribute__((overloadable)) modf (float4 f,__private float4 * g);
Error:Syntax error in source:float8 __attribute__ ((always_inline)) __attribute__((overloadable)) modf (float8 f,__private float8 * g);
Error:Syntax error in source:float16 __attribute__ ((always_inline)) __attribute__((overloadable)) modf (float16 f,__private float16 * g);
Error:Syntax error in source:float __attribute__ ((always_inline)) __attribute__((overloadable)) remquo (float f, float g,__private int * h);
Error:Syntax error in source:float2 __attribute__ ((always_inline)) __attribute__((overloadable)) remquo (float2 f, float2 g,__private int2 * h);
Error:Syntax error in source:float3 __attribute__ ((always_inline)) __attribute__((overloadable)) remquo (float3 f, float3 g,__private int3 * h);
Error:Syntax error in source:float4 __attribute__ ((always_inline)) __attribute__((overloadable)) remquo (float4 f, float4 g,__private int4 * h);
Error:Syntax error in source:float8 __attribute__ ((always_inline)) __attribute__((overloadable)) remquo (float8 f, float8 g,__private int8 * h);
Error:Syntax error in source:float16 __attribute__ ((always_inline)) __attribute__((overloadable)) remquo (float16 f, float16 g,__private int16 * h);
Error:Syntax error in source:float __attribute__ ((always_inline)) __attribute__((overloadable)) sincos (float f,__private float * g);
Error:Syntax error in source:float2 __attribute__ ((always_inline)) __attribute__((overloadable)) sincos (float2 f,__private float2 * g);
Error:Syntax error in source:float3 __attribute__ ((always_inline)) __attribute__((overloadable)) sincos (float3 f,__private float3 * g);
Error:Syntax error in source:float4 __attribute__ ((always_inline)) __attribute__((overloadable)) sincos (float4 f,__private float4 * g);
Error:Syntax error in source:float8 __attribute__ ((always_inline)) __attribute__((overloadable)) sincos (float8 f,__private float8 * g);
Error:Syntax error in source:float16 __attribute__ ((always_inline)) __attribute__((overloadable)) sincos (float16 f,__private float16 * g);
Error:Syntax error in source:char2 __attribute__ ((always_inline)) __attribute__((overloadable)) vload2 (size_t f,const __private char * g);
Error:Syntax error in source:char3 __attribute__ ((always_inline)) __attribute__((overloadable)) vload3 (size_t f,const __private char * g);
Error:Syntax error in source:char4 __attribute__ ((always_inline)) __attribute__((overloadable)) vload4 (size_t f,const __private char * g);
Error:Syntax error in source:char8 __attribute__ ((always_inline)) __attribute__((overloadable)) vload8 (size_t f,const __private char * g);
Error:Syntax error in source:char16 __attribute__ ((always_inline)) __attribute__((overloadable)) vload16 (size_t f,const __private char * g);
Error:Syntax error in source:uchar2 __attribute__ ((always_inline)) __attribute__((overloadable)) vload2 (size_t f,const __private uchar * g);
Error:Syntax error in source:uchar3 __attribute__ ((always_inline)) __attribute__((overloadable)) vload3 (size_t f,const __private uchar * g);
Error:Syntax error in source:uchar4 __attribute__ ((always_inline)) __attribute__((overloadable)) vload4 (size_t f,const __private uchar * g);
Error:Syntax error in source:uchar8 __attribute__ ((always_inline)) __attribute__((overloadable)) vload8 (size_t f,const __private uchar * g);
Error:Syntax error in source:uchar16 __attribute__ ((always_inline)) __attribute__((overloadable)) vload16 (size_t f,const __private uchar * g);
Error:Syntax error in source:short2 __attribute__ ((always_inline)) __attribute__((overloadable)) vload2 (size_t f,const __private short * g);
Error:Syntax error in source:short3 __attribute__ ((always_inline)) __attribute__((overloadable)) vload3 (size_t f,const __private short * g);
Error:Syntax error in source:short4 __attribute__ ((always_inline)) __attribute__((overloadable)) vload4 (size_t f,const __private short * g);
Error:Syntax error in source:short8 __attribute__ ((always_inline)) __attribute__((overloadable)) vload8 (size_t f,const __private short * g);
Error:Syntax error in source:short16 __attribute__ ((always_inline)) __attribute__((overloadable)) vload16 (size_t f,const __private short * g);
Error:Syntax error in source:ushort2 __attribute__ ((always_inline)) __attribute__((overloadable)) vload2 (size_t f,const __private ushort * g);
Error:Syntax error in source:ushort3 __attribute__ ((always_inline)) __attribute__((overloadable)) vload3 (size_t f,const __private ushort * g);
Error:Syntax error in source:ushort4 __attribute__ ((always_inline)) __attribute__((overloadable)) vload4 (size_t f,const __private ushort * g);
Error:Syntax error in source:ushort8 __attribute__ ((always_inline)) __attribute__((overloadable)) vload8 (size_t f,const __private ushort * g);
Error:Syntax error in source:ushort16 __attribute__ ((always_inline)) __attribute__((overloadable)) vload16 (size_t f,const __private ushort * g);
Error:Syntax error in source:int2 __attribute__ ((always_inline)) __attribute__((overloadable)) vload2 (size_t f,const __private int * g);
Error:Syntax error in source:int3 __attribute__ ((always_inline)) __attribute__((overloadable)) vload3 (size_t f,const __private int * g);
Error:Syntax error in source:int4 __attribute__ ((always_inline)) __attribute__((overloadable)) vload4 (size_t f,const __private int * g);
Error:Syntax error in source:int8 __attribute__ ((always_inline)) __attribute__((overloadable)) vload8 (size_t f,const __private int * g);
Error:Syntax error in source:int16 __attribute__ ((always_inline)) __attribute__((overloadable)) vload16 (size_t f,const __private int * g);
Error:Syntax error in source:uint2 __attribute__ ((always_inline)) __attribute__((overloadable)) vload2 (size_t f,const __private uint * g);
Error:Syntax error in source:uint3 __attribute__ ((always_inline)) __attribute__((overloadable)) vload3 (size_t f,const __private uint * g);
Error:Syntax error in source:uint4 __attribute__ ((always_inline)) __attribute__((overloadable)) vload4 (size_t f,const __private uint * g);
Error:Syntax error in source:uint8 __attribute__ ((always_inline)) __attribute__((overloadable)) vload8 (size_t f,const __private uint * g);
Error:Syntax error in source:uint16 __attribute__ ((always_inline)) __attribute__((overloadable)) vload16 (size_t f,const __private uint * g);
Error:Syntax error in source:long2 __attribute__ ((always_inline)) __attribute__((overloadable)) vload2 (size_t f,const __private long * g);
Error:Syntax error in source:long3 __attribute__ ((always_inline)) __attribute__((overloadable)) vload3 (size_t f,const __private long * g);
Error:Syntax error in source:long4 __attribute__ ((always_inline)) __attribute__((overloadable)) vload4 (size_t f,const __private long * g);
Error:Syntax error in source:long8 __attribute__ ((always_inline)) __attribute__((overloadable)) vload8 (size_t f,const __private long * g);
Error:Syntax error in source:long16 __attribute__ ((always_inline)) __attribute__((overloadable)) vload16 (size_t f,const __private long * g);
Error:Syntax error in source:ulong2 __attribute__ ((always_inline)) __attribute__((overloadable)) vload2 (size_t f,const __private ulong * g);
Error:Syntax error in source:ulong3 __attribute__ ((always_inline)) __attribute__((overloadable)) vload3 (size_t f,const __private ulong * g);
Error:Syntax error in source:ulong4 __attribute__ ((always_inline)) __attribute__((overloadable)) vload4 (size_t f,const __private ulong * g);
Error:Syntax error in source:ulong8 __attribute__ ((always_inline)) __attribute__((overloadable)) vload8 (size_t f,const __private ulong * g);
Error:Syntax error in source:ulong16 __attribute__ ((always_inline)) __attribute__((overloadable)) vload16 (size_t f,const __private ulong * g);
Error:Syntax error in source:float2 __attribute__ ((always_inline)) __attribute__((overloadable)) vload2 (size_t f,const __private float * g);
Error:Syntax error in source:float3 __attribute__ ((always_inline)) __attribute__((overloadable)) vload3 (size_t f,const __private float * g);
Error:Syntax error in source:float4 __attribute__ ((always_inline)) __attribute__((overloadable)) vload4 (size_t f,const __private float * g);
Error:Syntax error in source:float8 __attribute__ ((always_inline)) __attribute__((overloadable)) vload8 (size_t f,const __private float * g);
Error:Syntax error in source:float16 __attribute__ ((always_inline)) __attribute__((overloadable)) vload16 (size_t f,const __private float * g);
Error:Syntax error in source:void __attribute__ ((always_inline)) __attribute__((overloadable)) vstore2 (char2 f, size_t g,__private char * h);
